"formA","formB","scaled"
56,60,161.08135522414
44,44,130.217403822682
58,40,166.225347124383
58,55,166.225347124383
54,54,155.937363323897
74,69,207.377282326327
64,68,181.657322825112
61,59,173.941334974747
43,46,127.645407872561
77,78,215.093270176691
60,56,171.369339024626
58,57,166.225347124383
63,64,179.08532687499
62,61,176.513330924869
69,70,194.517302575719
59,61,168.797343074504
65,61,184.229318775233
72,72,202.233290426084
70,70,197.089298525841
38,46,114.785428121953
75,65,209.949278276448
72,66,202.233290426084
61,67,173.941334974747
62,66,176.513330924869
80,74,222.809258027055
68,63,191.945306625598
70,60,197.089298525841
59,56,168.797343074504
72,68,202.233290426084
59,48,168.797343074504
47,51,137.933391673047
73,62,204.805286376205
72,58,202.233290426084
67,62,189.373310675476
72,76,202.233290426084
57,49,163.653351174261
73,66,204.805286376205
56,57,161.08135522414
75,74,209.949278276448
60,58,171.369339024626
76,74,212.521274226569
73,66,204.805286376205
71,63,199.661294475962
70,70,197.089298525841
83,87,230.52524587742
59,49,168.797343074504
74,73,207.377282326327
71,80,199.661294475962
51,53,148.221375473532
63,58,179.08532687499
50,49,145.649379523411
82,77,227.953249927298
50,40,145.649379523411
44,57,130.217403822682
62,52,176.513330924869
36,37,109.64143622171
73,67,204.805286376205
61,58,173.941334974747
61,59,173.941334974747
82,75,227.953249927298
37,33,112.213432171832
54,49,155.937363323897
48,50,140.505387623168
50,49,145.649379523411
64,68,181.657322825112
45,43,132.789399772804
63,59,179.08532687499
60,58,171.369339024626
55,51,158.509359274018
58,63,166.225347124383
56,54,161.08135522414
62,53,176.513330924869
75,81,209.949278276448
45,43,132.789399772804
53,53,153.365367373775
51,51,148.221375473532
68,72,191.945306625598
50,43,145.649379523411
79,78,220.237262076934
42,45,125.073411922439
71,48,199.661294475962
48,42,140.505387623168
68,69,191.945306625598
50,55,145.649379523411
56,50,161.08135522414
56,63,161.08135522414
62,51,176.513330924869
52,44,150.793371423654
38,30,114.785428121953
48,40,140.505387623168
48,47,140.505387623168
65,64,184.229318775233
57,60,163.653351174261
61,49,173.941334974747
69,60,194.517302575719
70,64,197.089298525841
60,57,171.369339024626
59,65,168.797343074504
40,29,119.929420022196
58,63,166.225347124383
38,36,114.785428121953
68,64,191.945306625598
56,51,161.08135522414
53,58,153.365367373775
51,48,148.221375473532
54,45,155.937363323897
48,50,140.505387623168
59,54,168.797343074504
50,46,145.649379523411
49,51,143.07738357329
64,61,181.657322825112
62,59,176.513330924869
56,51,161.08135522414
50,52,145.649379523411
58,46,166.225347124383
62,59,176.513330924869
48,48,140.505387623168
59,58,168.797343074504
67,56,189.373310675476
67,70,189.373310675476
44,44,130.217403822682
52,61,150.793371423654
48,46,140.505387623168
48,57,140.505387623168
40,54,119.929420022196
71,61,199.661294475962
42,53,125.073411922439
32,37,99.3534524212243
70,61,197.089298525841
58,52,166.225347124383
38,45,114.785428121953
61,64,173.941334974747
47,43,137.933391673047
61,53,173.941334974747
54,51,155.937363323897
55,59,158.509359274018
43,43,127.645407872561
55,52,158.509359274018
66,60,186.801314725355
65,62,184.229318775233
61,59,173.941334974747
30,33,94.2094605209814
55,52,158.509359274018
73,64,204.805286376205
61,49,173.941334974747
55,52,158.509359274018
57,59,163.653351174261
55,54,158.509359274018
62,55,176.513330924869
43,41,127.645407872561
65,71,184.229318775233
76,75,212.521274226569
73,74,204.805286376205
57,54,163.653351174261
60,67,171.369339024626
61,61,173.941334974747
65,60,184.229318775233
56,47,161.08135522414
40,41,119.929420022196
72,62,202.233290426084
60,47,171.369339024626
49,48,143.07738357329
61,68,173.941334974747
56,53,161.08135522414
72,66,202.233290426084
56,54,161.08135522414
61,59,173.941334974747
61,55,173.941334974747
49,49,143.07738357329
43,45,127.645407872561
54,45,155.937363323897
65,69,184.229318775233
58,46,166.225347124383
56,58,161.08135522414
55,60,158.509359274018
69,62,194.517302575719
67,64,189.373310675476
68,57,191.945306625598
61,59,173.941334974747
59,51,168.797343074504
53,51,153.365367373775
56,55,161.08135522414
84,73,233.097241827541
56,44,161.08135522414
52,42,150.793371423654
56,48,161.08135522414
62,51,176.513330924869
55,49,158.509359274018
46,49,135.361395722925
70,67,197.089298525841
58,48,166.225347124383
42,48,125.073411922439
60,60,171.369339024626
56,46,161.08135522414
64,61,181.657322825112
69,59,194.517302575719
48,53,140.505387623168
56,51,161.08135522414
73,70,204.805286376205
63,65,179.08532687499
64,74,181.657322825112
71,74,199.661294475962
68,59,191.945306625598
54,55,155.937363323897
51,51,148.221375473532
46,41,135.361395722925
65,60,184.229318775233
60,63,171.369339024626
50,48,145.649379523411
54,55,155.937363323897
53,57,153.365367373775
65,62,184.229318775233
65,59,184.229318775233
61,62,173.941334974747
54,52,155.937363323897
71,66,199.661294475962
55,47,158.509359274018
66,67,186.801314725355
87,85,240.813229677906
73,77,204.805286376205
69,66,194.517302575719
81,78,225.381253977177
78,66,217.665266126812
59,60,168.797343074504
76,68,212.521274226569
84,77,233.097241827541
47,59,137.933391673047
62,47,176.513330924869
50,45,145.649379523411
58,57,166.225347124383
74,77,207.377282326327
73,71,204.805286376205
73,75,204.805286376205
86,81,238.241233727784
80,74,222.809258027055
69,61,194.517302575719
42,40,125.073411922439
53,56,153.365367373775
61,61,173.941334974747
68,65,191.945306625598
83,74,230.52524587742
57,51,163.653351174261
66,68,186.801314725355
69,73,194.517302575719
68,72,191.945306625598
75,73,209.949278276448
72,73,202.233290426084
67,65,189.373310675476
71,73,199.661294475962
45,49,132.789399772804
54,48,155.937363323897
70,63,197.089298525841
72,67,202.233290426084
60,53,171.369339024626
59,52,168.797343074504
75,76,209.949278276448
69,62,194.517302575719
65,53,184.229318775233
51,48,148.221375473532
73,70,204.805286376205
70,69,197.089298525841
59,51,168.797343074504
72,69,202.233290426084
62,67,176.513330924869
53,59,153.365367373775
73,62,204.805286376205
75,60,209.949278276448
74,74,207.377282326327
76,77,212.521274226569
72,65,202.233290426084
56,53,161.08135522414
66,62,186.801314725355
58,55,166.225347124383
67,62,189.373310675476
64,63,181.657322825112
69,62,194.517302575719
55,50,158.509359274018
62,53,176.513330924869
57,56,163.653351174261
67,66,189.373310675476
71,64,199.661294475962
71,80,199.661294475962
55,51,158.509359274018
46,44,135.361395722925
56,52,161.08135522414
74,67,207.377282326327
62,50,176.513330924869
72,71,202.233290426084
71,66,199.661294475962
62,49,176.513330924869
63,57,179.08532687499
56,56,161.08135522414
71,68,199.661294475962
79,77,220.237262076934
56,58,161.08135522414
47,46,137.933391673047
68,66,191.945306625598
66,64,186.801314725355
76,70,212.521274226569
53,52,153.365367373775
80,73,222.809258027055
66,59,186.801314725355
51,43,148.221375473532
55,43,158.509359274018
86,81,238.241233727784
84,80,233.097241827541
69,60,194.517302575719
65,67,184.229318775233
62,60,176.513330924869
69,61,194.517302575719
86,87,238.241233727784
74,69,207.377282326327
49,54,143.07738357329
69,68,194.517302575719
72,58,202.233290426084
59,59,168.797343074504
78,74,217.665266126812
69,74,194.517302575719
63,57,179.08532687499
73,78,204.805286376205
83,72,230.52524587742
69,63,194.517302575719
71,67,199.661294475962
67,62,189.373310675476
73,77,204.805286376205
65,66,184.229318775233
79,79,220.237262076934
60,58,171.369339024626
62,65,176.513330924869
65,63,184.229318775233
52,47,150.793371423654
74,75,207.377282326327
77,75,215.093270176691
71,61,199.661294475962
75,66,209.949278276448
65,57,184.229318775233
72,57,202.233290426084
45,45,132.789399772804
73,61,204.805286376205
44,48,130.217403822682
79,73,220.237262076934
52,60,150.793371423654
57,50,163.653351174261
58,61,166.225347124383
52,51,150.793371423654
54,49,155.937363323897
49,46,143.07738357329
62,63,176.513330924869
56,56,161.08135522414
68,71,191.945306625598
66,60,186.801314725355
71,69,199.661294475962
68,56,191.945306625598
86,84,238.241233727784
61,58,173.941334974747
89,88,245.957221578149
84,90,233.097241827541
82,80,227.953249927298
68,58,191.945306625598
79,81,220.237262076934
62,67,176.513330924869
71,72,199.661294475962
89,88,245.957221578149
75,76,209.949278276448
61,61,173.941334974747
82,84,227.953249927298
57,49,163.653351174261
64,59,181.657322825112
77,72,215.093270176691
72,62,202.233290426084
91,80,251.101213478392
81,79,225.381253977177
49,54,143.07738357329
74,67,207.377282326327
51,59,148.221375473532
73,66,204.805286376205
46,44,135.361395722925
67,62,189.373310675476
64,69,181.657322825112
77,69,215.093270176691
69,65,194.517302575719
60,58,171.369339024626
68,64,191.945306625598
87,84,240.813229677906
52,59,150.793371423654
59,58,168.797343074504
71,65,199.661294475962
72,66,202.233290426084
86,90,238.241233727784
68,55,191.945306625598
56,49,161.08135522414
63,58,179.08532687499
64,74,181.657322825112
59,60,168.797343074504
69,68,194.517302575719
52,50,150.793371423654
51,46,148.221375473532
31,37,96.7814564711028
56,44,161.08135522414
68,77,191.945306625598
77,69,215.093270176691
46,48,135.361395722925
39,46,117.357424072075
71,68,199.661294475962
54,43,155.937363323897
56,58,161.08135522414
75,69,209.949278276448
85,66,235.669237777663
63,61,179.08532687499
82,78,227.953249927298
65,61,184.229318775233
52,45,150.793371423654
66,63,186.801314725355
62,59,176.513330924869
79,71,220.237262076934
42,39,125.073411922439
52,63,150.793371423654
73,67,204.805286376205
46,33,135.361395722925
70,67,197.089298525841
68,62,191.945306625598
60,48,171.369339024626
54,53,155.937363323897
69,66,194.517302575719
85,75,235.669237777663
56,46,161.08135522414
71,69,199.661294475962
54,58,155.937363323897
65,67,184.229318775233
71,72,199.661294475962
83,73,230.52524587742
64,66,181.657322825112
56,53,161.08135522414
75,62,209.949278276448
73,69,204.805286376205
57,51,163.653351174261
78,73,217.665266126812
56,61,161.08135522414
78,75,217.665266126812
50,59,145.649379523411
55,56,158.509359274018
60,51,171.369339024626
82,81,227.953249927298
59,50,168.797343074504
66,64,186.801314725355
72,65,202.233290426084
65,68,184.229318775233
74,65,207.377282326327
65,69,184.229318775233
73,62,204.805286376205
87,72,240.813229677906
50,52,145.649379523411
65,57,184.229318775233
70,70,197.089298525841
75,71,209.949278276448
78,80,217.665266126812
72,66,202.233290426084
64,65,181.657322825112
69,65,194.517302575719
63,66,179.08532687499
70,66,197.089298525841
75,61,209.949278276448
43,39,127.645407872561
51,58,148.221375473532
61,53,173.941334974747
58,58,166.225347124383
74,64,207.377282326327
68,65,191.945306625598
56,48,161.08135522414
57,57,163.653351174261
56,51,161.08135522414
55,54,158.509359274018
60,59,171.369339024626
58,52,166.225347124383
52,49,150.793371423654
36,31,109.64143622171
57,63,163.653351174261
63,63,179.08532687499
70,63,197.089298525841
48,28,140.505387623168
49,47,143.07738357329
63,57,179.08532687499
56,51,161.08135522414
68,77,191.945306625598
74,71,207.377282326327
58,57,166.225347124383
63,62,179.08532687499
65,62,184.229318775233
79,72,220.237262076934
65,60,184.229318775233
80,74,222.809258027055
56,58,161.08135522414
56,52,161.08135522414
73,76,204.805286376205
61,57,173.941334974747
62,50,176.513330924869
78,71,217.665266126812
72,67,202.233290426084
67,56,189.373310675476
70,72,197.089298525841
57,53,163.653351174261
68,64,191.945306625598
75,74,209.949278276448
56,52,161.08135522414
50,44,145.649379523411
58,48,166.225347124383
61,58,173.941334974747
61,53,173.941334974747
71,62,199.661294475962
62,60,176.513330924869
66,67,186.801314725355
51,55,148.221375473532
74,73,207.377282326327
66,77,186.801314725355
71,72,199.661294475962
71,66,199.661294475962
74,63,207.377282326327
84,78,233.097241827541
70,64,197.089298525841
56,57,161.08135522414
63,62,179.08532687499
65,51,184.229318775233
77,73,215.093270176691
67,62,189.373310675476
77,76,215.093270176691
71,68,199.661294475962
77,71,215.093270176691
89,85,245.957221578149
73,69,204.805286376205
68,59,191.945306625598
76,76,212.521274226569
53,49,153.365367373775
64,48,181.657322825112
60,56,171.369339024626
63,63,179.08532687499
54,63,155.937363323897
77,72,215.093270176691
69,65,194.517302575719
51,53,148.221375473532
62,62,176.513330924869
82,78,227.953249927298
66,66,186.801314725355
56,50,161.08135522414
56,56,161.08135522414
61,58,173.941334974747
58,62,166.225347124383
61,57,173.941334974747
71,72,199.661294475962
66,57,186.801314725355
60,60,171.369339024626
78,70,217.665266126812
94,95,258.817201328756
70,63,197.089298525841
72,55,202.233290426084
82,79,227.953249927298
78,80,217.665266126812
67,64,189.373310675476
71,61,199.661294475962
60,47,171.369339024626
58,53,166.225347124383
65,62,184.229318775233
60,63,171.369339024626
68,64,191.945306625598
74,67,207.377282326327
77,78,215.093270176691
62,72,176.513330924869
65,71,184.229318775233
59,64,168.797343074504
66,61,186.801314725355
76,69,212.521274226569
59,61,168.797343074504
68,71,191.945306625598
46,52,135.361395722925
44,49,130.217403822682
72,70,202.233290426084
75,77,209.949278276448
44,43,130.217403822682
63,52,179.08532687499
65,70,184.229318775233
73,70,204.805286376205
62,55,176.513330924869
74,73,207.377282326327
81,82,225.381253977177
58,58,166.225347124383
73,74,204.805286376205
63,59,179.08532687499
79,77,220.237262076934
56,58,161.08135522414
74,66,207.377282326327
69,71,194.517302575719
83,77,230.52524587742
69,61,194.517302575719
64,62,181.657322825112
46,39,135.361395722925
54,55,155.937363323897
50,51,145.649379523411
56,57,161.08135522414
60,65,171.369339024626
64,64,181.657322825112
53,55,153.365367373775
54,56,155.937363323897
51,51,148.221375473532
66,63,186.801314725355
55,48,158.509359274018
57,64,163.653351174261
70,65,197.089298525841
48,52,140.505387623168
52,49,150.793371423654
59,71,168.797343074504
57,55,163.653351174261
46,54,135.361395722925
60,50,171.369339024626
51,56,148.221375473532
63,58,179.08532687499
47,40,137.933391673047
57,50,163.653351174261
68,65,191.945306625598
53,49,153.365367373775
71,73,199.661294475962
53,50,153.365367373775
81,73,225.381253977177
82,89,227.953249927298
71,72,199.661294475962
81,87,225.381253977177
87,86,240.813229677906
80,75,222.809258027055
70,67,197.089298525841
83,69,230.52524587742
70,72,197.089298525841
95,87,261.389197278878
77,68,215.093270176691
73,64,204.805286376205
91,92,251.101213478392
61,57,173.941334974747
53,48,153.365367373775
76,56,212.521274226569
81,70,225.381253977177
84,81,233.097241827541
76,65,212.521274226569
82,82,227.953249927298
80,74,222.809258027055
72,70,202.233290426084
88,77,243.385225628027
80,80,222.809258027055
76,76,212.521274226569
65,72,184.229318775233
75,70,209.949278276448
89,88,245.957221578149
49,60,143.07738357329
91,93,251.101213478392
90,88,248.52921752827
91,91,251.101213478392
73,66,204.805286376205
79,72,220.237262076934
59,73,168.797343074504
66,61,186.801314725355
79,83,220.237262076934
69,66,194.517302575719
75,81,209.949278276448
54,57,155.937363323897
73,82,204.805286376205
72,67,202.233290426084
73,73,204.805286376205
83,77,230.52524587742
63,59,179.08532687499
70,69,197.089298525841
88,79,243.385225628027
66,70,186.801314725355
67,60,189.373310675476
77,75,215.093270176691
62,63,176.513330924869
65,70,184.229318775233
77,82,215.093270176691
73,71,204.805286376205
78,77,217.665266126812
72,70,202.233290426084
75,69,209.949278276448
68,66,191.945306625598
86,85,238.241233727784
62,58,176.513330924869
92,81,253.673209428513
68,65,191.945306625598
70,68,197.089298525841
54,57,155.937363323897
62,56,176.513330924869
65,53,184.229318775233
93,89,256.245205378635
76,70,212.521274226569
85,87,235.669237777663
84,69,233.097241827541
75,76,209.949278276448
59,63,168.797343074504
66,63,186.801314725355
69,74,194.517302575719
70,69,197.089298525841
76,71,212.521274226569
67,65,189.373310675476
48,37,140.505387623168
66,59,186.801314725355
66,59,186.801314725355
73,65,204.805286376205
59,62,168.797343074504
72,68,202.233290426084
55,60,158.509359274018
57,48,163.653351174261
67,60,189.373310675476
73,66,204.805286376205
54,56,155.937363323897
46,47,135.361395722925
57,62,163.653351174261
56,55,161.08135522414
74,64,207.377282326327
75,61,209.949278276448
54,55,155.937363323897
64,69,181.657322825112
49,39,143.07738357329
51,49,148.221375473532
61,51,173.941334974747
56,53,161.08135522414
58,61,166.225347124383
63,60,179.08532687499
50,49,145.649379523411
56,53,161.08135522414
74,73,207.377282326327
64,51,181.657322825112
64,69,181.657322825112
58,58,166.225347124383
67,58,189.373310675476
72,76,202.233290426084
46,51,135.361395722925
56,64,161.08135522414
72,71,202.233290426084
65,67,184.229318775233
60,60,171.369339024626
83,75,230.52524587742
81,77,225.381253977177
75,77,209.949278276448
87,87,240.813229677906
51,52,148.221375473532
86,74,238.241233727784
66,58,186.801314725355
79,72,220.237262076934
58,55,166.225347124383
78,68,217.665266126812
82,81,227.953249927298
84,76,233.097241827541
74,73,207.377282326327
81,73,225.381253977177
82,76,227.953249927298
89,77,245.957221578149
78,79,217.665266126812
55,58,158.509359274018
70,66,197.089298525841
72,58,202.233290426084
79,65,220.237262076934
78,84,217.665266126812
67,59,189.373310675476
83,64,230.52524587742
64,68,181.657322825112
89,88,245.957221578149
66,60,186.801314725355
66,72,186.801314725355
69,66,194.517302575719
63,60,179.08532687499
72,80,202.233290426084
90,87,248.52921752827
58,53,166.225347124383
58,64,166.225347124383
69,59,194.517302575719
75,71,209.949278276448
65,68,184.229318775233
79,74,220.237262076934
62,57,176.513330924869
67,57,189.373310675476
65,59,184.229318775233
81,74,225.381253977177
66,64,186.801314725355
70,70,197.089298525841
63,61,179.08532687499
70,77,197.089298525841
82,74,227.953249927298
70,74,197.089298525841
73,61,204.805286376205
80,80,222.809258027055
73,74,204.805286376205
79,74,220.237262076934
65,63,184.229318775233
87,85,240.813229677906
77,71,215.093270176691
79,82,220.237262076934
79,73,220.237262076934
85,80,235.669237777663
59,68,168.797343074504
75,75,209.949278276448
68,72,191.945306625598
72,67,202.233290426084
88,72,243.385225628027
57,55,163.653351174261
70,75,197.089298525841
89,80,245.957221578149
56,58,161.08135522414
73,76,204.805286376205
65,44,184.229318775233
73,72,204.805286376205
79,76,220.237262076934
85,75,235.669237777663
68,65,191.945306625598
89,82,245.957221578149
56,50,161.08135522414
71,67,199.661294475962
86,82,238.241233727784
80,72,222.809258027055
62,63,176.513330924869
60,59,171.369339024626
84,71,233.097241827541
68,64,191.945306625598
58,46,166.225347124383
60,57,171.369339024626
68,59,191.945306625598
73,67,204.805286376205
71,75,199.661294475962
44,45,130.217403822682
55,64,158.509359274018
83,78,230.52524587742
63,64,179.08532687499
56,54,161.08135522414
62,58,176.513330924869
60,61,171.369339024626
66,51,186.801314725355
65,62,184.229318775233
67,62,189.373310675476
65,59,184.229318775233
58,51,166.225347124383
61,54,173.941334974747
69,61,194.517302575719
68,72,191.945306625598
77,68,215.093270176691
58,51,166.225347124383
77,62,215.093270176691
82,80,227.953249927298
56,50,161.08135522414
80,76,222.809258027055
81,68,225.381253977177
77,74,215.093270176691
57,57,163.653351174261
54,51,155.937363323897
68,62,191.945306625598
80,66,222.809258027055
65,61,184.229318775233
53,50,153.365367373775
55,49,158.509359274018
59,52,168.797343074504
44,42,130.217403822682
48,54,140.505387623168
43,41,127.645407872561
66,68,186.801314725355
68,71,191.945306625598
66,54,186.801314725355
75,79,209.949278276448
51,57,148.221375473532
68,68,191.945306625598
82,80,227.953249927298
58,54,166.225347124383
70,70,197.089298525841
81,74,225.381253977177
69,66,194.517302575719
71,69,199.661294475962
61,59,173.941334974747
64,57,181.657322825112
55,55,158.509359274018
41,53,122.501415972318
71,52,199.661294475962
63,63,179.08532687499
63,67,179.08532687499
56,53,161.08135522414
63,66,179.08532687499
65,64,184.229318775233
65,54,184.229318775233
72,66,202.233290426084
75,71,209.949278276448
57,58,163.653351174261
72,61,202.233290426084
45,45,132.789399772804
62,57,176.513330924869
55,43,158.509359274018
62,56,176.513330924869
61,61,173.941334974747
44,48,130.217403822682
44,44,130.217403822682
37,42,112.213432171832
56,50,161.08135522414
50,40,145.649379523411
50,51,145.649379523411
44,40,130.217403822682
54,53,155.937363323897
37,45,112.213432171832
56,54,161.08135522414
56,53,161.08135522414
60,56,171.369339024626
49,47,143.07738357329
72,69,202.233290426084
64,61,181.657322825112
65,65,184.229318775233
60,53,171.369339024626
47,41,137.933391673047
40,38,119.929420022196
50,49,145.649379523411
58,54,166.225347124383
33,32,101.925448371346
44,38,130.217403822682
58,59,166.225347124383
53,46,153.365367373775
42,46,125.073411922439
41,44,122.501415972318
39,44,117.357424072075
52,53,150.793371423654
60,54,171.369339024626
48,50,140.505387623168
55,47,158.509359274018
77,72,215.093270176691
81,68,225.381253977177
58,52,166.225347124383
84,75,233.097241827541
76,56,212.521274226569
63,50,179.08532687499
59,60,168.797343074504
77,74,215.093270176691
60,59,171.369339024626
59,69,168.797343074504
74,75,207.377282326327
68,74,191.945306625598
70,62,197.089298525841
73,67,204.805286376205
77,68,215.093270176691
80,72,222.809258027055
70,80,197.089298525841
67,63,189.373310675476
68,73,191.945306625598
49,50,143.07738357329
64,74,181.657322825112
64,71,181.657322825112
89,87,245.957221578149
76,73,212.521274226569
55,55,158.509359274018
53,55,153.365367373775
63,55,179.08532687499
45,44,132.789399772804
70,73,197.089298525841
60,47,171.369339024626
46,55,135.361395722925
82,80,227.953249927298
77,64,215.093270176691
46,44,135.361395722925
53,59,153.365367373775
74,77,207.377282326327
76,73,212.521274226569
74,61,207.377282326327
64,62,181.657322825112
65,69,184.229318775233
66,64,186.801314725355
65,60,184.229318775233
57,60,163.653351174261
78,89,217.665266126812
68,70,191.945306625598
55,54,158.509359274018
58,58,166.225347124383
82,77,227.953249927298
56,52,161.08135522414
69,77,194.517302575719
74,67,207.377282326327
69,68,194.517302575719
62,45,176.513330924869
56,50,161.08135522414
74,67,207.377282326327
60,63,171.369339024626
65,68,184.229318775233
68,62,191.945306625598
68,67,191.945306625598
74,68,207.377282326327
67,61,189.373310675476
63,62,179.08532687499
67,64,189.373310675476
53,56,153.365367373775
80,68,222.809258027055
72,71,202.233290426084
85,76,235.669237777663
56,49,161.08135522414
76,65,212.521274226569
67,70,189.373310675476
88,79,243.385225628027
66,71,186.801314725355
64,66,181.657322825112
83,76,230.52524587742
65,61,184.229318775233
60,64,171.369339024626
75,66,209.949278276448
78,78,217.665266126812
62,59,176.513330924869
71,71,199.661294475962
58,62,166.225347124383
82,77,227.953249927298
71,78,199.661294475962
66,67,186.801314725355
52,49,150.793371423654
54,47,155.937363323897
63,53,179.08532687499
54,57,155.937363323897
60,57,171.369339024626
53,49,153.365367373775
45,49,132.789399772804
63,64,179.08532687499
62,54,176.513330924869
45,50,132.789399772804
50,52,145.649379523411
55,56,158.509359274018
61,51,173.941334974747
43,52,127.645407872561
49,47,143.07738357329
55,52,158.509359274018
61,60,173.941334974747
78,77,217.665266126812
78,71,217.665266126812
51,48,148.221375473532
66,54,186.801314725355
45,48,132.789399772804
65,70,184.229318775233
61,59,173.941334974747
47,47,137.933391673047
59,54,168.797343074504
60,57,171.369339024626
65,68,184.229318775233
42,48,125.073411922439
52,47,150.793371423654
62,53,176.513330924869
55,51,158.509359274018
39,33,117.357424072075
71,70,199.661294475962
52,46,150.793371423654
59,57,168.797343074504
65,53,184.229318775233
39,54,117.357424072075
34,49,104.497444321467
44,42,130.217403822682
35,36,107.069440271589
52,57,150.793371423654
45,47,132.789399772804
56,62,161.08135522414
69,60,194.517302575719
51,51,148.221375473532
56,55,161.08135522414
70,61,197.089298525841
49,54,143.07738357329
53,55,153.365367373775
31,26,96.7814564711028
43,56,127.645407872561
56,49,161.08135522414
52,46,150.793371423654
38,41,114.785428121953
45,48,132.789399772804
33,40,101.925448371346
55,47,158.509359274018
61,59,173.941334974747
46,44,135.361395722925
50,47,145.649379523411
47,47,137.933391673047
56,60,161.08135522414
62,64,176.513330924869
63,59,179.08532687499
64,60,181.657322825112
54,50,155.937363323897
46,50,135.361395722925
58,62,166.225347124383
63,59,179.08532687499
64,59,181.657322825112
58,55,166.225347124383
55,53,158.509359274018
78,71,217.665266126812
62,59,176.513330924869
86,80,238.241233727784
75,70,209.949278276448
76,64,212.521274226569
59,49,168.797343074504
60,50,171.369339024626
63,51,179.08532687499
66,66,186.801314725355
74,70,207.377282326327
56,57,161.08135522414
69,61,194.517302575719
59,48,168.797343074504
65,59,184.229318775233
64,65,181.657322825112
85,72,235.669237777663
48,56,140.505387623168
68,59,191.945306625598
64,54,181.657322825112
73,64,204.805286376205
71,75,199.661294475962
74,73,207.377282326327
69,75,194.517302575719
64,62,181.657322825112
82,78,227.953249927298
62,68,176.513330924869
77,71,215.093270176691
70,67,197.089298525841
84,81,233.097241827541
91,100,251.101213478392
85,84,235.669237777663
82,81,227.953249927298
67,55,189.373310675476
86,85,238.241233727784
74,74,207.377282326327
78,82,217.665266126812
78,61,217.665266126812
83,78,230.52524587742
88,93,243.385225628027
79,69,220.237262076934
80,83,222.809258027055
80,79,222.809258027055
72,69,202.233290426084
87,87,240.813229677906
81,78,225.381253977177
77,81,215.093270176691
72,74,202.233290426084
86,83,238.241233727784
79,73,220.237262076934
82,77,227.953249927298
83,78,230.52524587742
82,80,227.953249927298
69,68,194.517302575719
66,64,186.801314725355
83,76,230.52524587742
76,70,212.521274226569
90,85,248.52921752827
82,77,227.953249927298
83,83,230.52524587742
61,62,173.941334974747
72,75,202.233290426084
52,52,150.793371423654
58,65,166.225347124383
67,64,189.373310675476
58,60,166.225347124383
66,68,186.801314725355
82,81,227.953249927298
61,62,173.941334974747
83,75,230.52524587742
64,64,181.657322825112
88,79,243.385225628027
70,71,197.089298525841
68,59,191.945306625598
70,68,197.089298525841
67,65,189.373310675476
59,58,168.797343074504
83,78,230.52524587742
71,58,199.661294475962
63,64,179.08532687499
56,56,161.08135522414
49,48,143.07738357329
45,43,132.789399772804
83,77,230.52524587742
63,67,179.08532687499
68,55,191.945306625598
68,68,191.945306625598
59,55,168.797343074504
83,90,230.52524587742
78,72,217.665266126812
78,65,217.665266126812
71,69,199.661294475962
62,64,176.513330924869
69,66,194.517302575719
89,81,245.957221578149
73,74,204.805286376205
72,64,202.233290426084
94,86,258.817201328756
88,78,243.385225628027
68,57,191.945306625598
69,57,194.517302575719
84,71,233.097241827541
80,83,222.809258027055
66,69,186.801314725355
87,79,240.813229677906
85,75,235.669237777663
87,80,240.813229677906
77,78,215.093270176691
87,83,240.813229677906
82,70,227.953249927298
84,80,233.097241827541
73,76,204.805286376205
61,59,173.941334974747
82,62,227.953249927298
65,70,184.229318775233
79,74,220.237262076934
60,60,171.369339024626
68,60,191.945306625598
69,68,194.517302575719
73,68,204.805286376205
63,71,179.08532687499
87,81,240.813229677906
73,76,204.805286376205
67,63,189.373310675476
68,59,191.945306625598
65,68,184.229318775233
85,80,235.669237777663
72,72,202.233290426084
63,66,179.08532687499
71,67,199.661294475962
62,67,176.513330924869
72,75,202.233290426084
82,72,227.953249927298
54,51,155.937363323897
62,62,176.513330924869
68,63,191.945306625598
73,63,204.805286376205
85,83,235.669237777663
65,69,184.229318775233
77,69,215.093270176691
73,74,204.805286376205
77,70,215.093270176691
78,69,217.665266126812
68,58,191.945306625598
72,75,202.233290426084
67,64,189.373310675476
63,55,179.08532687499
52,55,150.793371423654
69,63,194.517302575719
63,61,179.08532687499
69,66,194.517302575719
58,57,166.225347124383
56,53,161.08135522414
54,43,155.937363323897
49,49,143.07738357329
53,45,153.365367373775
65,63,184.229318775233
48,48,140.505387623168
64,55,181.657322825112
63,59,179.08532687499
65,65,184.229318775233
58,57,166.225347124383
53,55,153.365367373775
70,74,197.089298525841
48,49,140.505387623168
54,56,155.937363323897
65,58,184.229318775233
56,58,161.08135522414
42,49,125.073411922439
56,57,161.08135522414
75,73,209.949278276448
81,75,225.381253977177
42,44,125.073411922439
59,55,168.797343074504
56,59,161.08135522414
84,78,233.097241827541
39,40,117.357424072075
73,71,204.805286376205
57,58,163.653351174261
64,57,181.657322825112
69,64,194.517302575719
74,73,207.377282326327
39,36,117.357424072075
69,71,194.517302575719
56,59,161.08135522414
54,55,155.937363323897
62,57,176.513330924869
71,56,199.661294475962
74,75,207.377282326327
66,64,186.801314725355
78,84,217.665266126812
69,60,194.517302575719
54,39,155.937363323897
57,56,163.653351174261
64,81,181.657322825112
56,45,161.08135522414
